"legid";"accident_count";"geom_kml"
6403;1;"<LineString><coordinates>-105.054579828301485,39.718572040479877 -105.054506450917117,39.718570592635452 -105.054217875498964,39.718559738761847 -105.053971962874385,39.718548187599737 -105.053785719598167,39.718523882574367 -105.053639288259816,39.718485570533282 -105.053473139498863,39.718424764637398</coordinates></LineString>"
12773;1;"<LineString><coordinates>-105.098152551563928,40.173928826218571 -105.098162918284004,40.1706597232048</coordinates></LineString>"
6499;1;"<LineString><coordinates>-104.965890468881696,39.727295881562746 -104.965869559069887,39.72448209017891 -104.965869626817025,39.722532138475948 -104.965877160673401,39.722348574654262 -104.965868157536178,39.722082333143689 -104.965876474144352,39.721991134666872</coordinates></LineString>"
14488;1;"<LineString><coordinates>-105.039257629658934,39.780214799040422 -105.034697644165803,39.780212719352022 -105.034520520893494,39.780246142571279 -105.033025609685737,39.780260696039889 -105.028308965653366,39.780279403002872 -105.025383384786281,39.780274497705619 -105.025202162676536,39.78025472348827 -105.023968375582839,39.780244899792883 -105.020523389839937,39.780220684384652</coordinates></LineString>"
5495;1;"<LineString><coordinates>-104.970905062544873,39.748207947390235 -104.968432782632235,39.7481922662516</coordinates></LineString>"
5743;1;"<LineString><coordinates>-104.931725403929946,39.758334020101124 -104.931881894572513,39.758311561755391 -104.937213216954845,39.758295736298784 -104.940590178815839,39.758295260210744 -104.940906924269555,39.758296765177839 -104.941062646127108,39.758293360756653 -104.941213131071194,39.758273357081428 -104.941358412022595,39.758232609430991 -104.941782891471533,39.758189042953241 -104.947269662217039,39.758202505343725 -104.949920445853166,39.758219007593979</coordinates></LineString>"
4690;1;"<LineString><coordinates>-105.034911006131864,39.672307110021052 -105.034945153559747,39.667686761427767</coordinates></LineString>"
6161;1;"<LineString><coordinates>-105.132098491885543,39.708661926323778 -105.131931155640714,39.70848852630791 -105.131804086597299,39.708349947191515 -105.131692569681618,39.708206420558241 -105.131610887153414,39.708067982429043 -105.131534167343872,39.707894122525573 -105.131486017453824,39.707738263002135 -105.131445586744576,39.707477071474557 -105.131442093913378,39.706777811966788 -105.13144294455455,39.706388523413601 -105.131446825540664,39.70564962075872 -105.131445967936585,39.704903322879872 -105.131443916342263,39.704157020159982 -105.131444773333186,39.703538953676897 -105.131446222557329,39.702808345134954 -105.131445275078434,39.702306505696576 -105.13144765876271,39.701852646931549 -105.131446736671464,39.701346195909345 -105.131410101186617,39.701045348708178 -105.131317231842218,39.700764619362971 -105.131144423775794,39.700469802938457 -105.131143439332703,39.700468760463302</coordinates></LineString>"
11594;1;"<LineString><coordinates>-105.298779210641584,40.013195927735126 -105.298757692068691,40.0131630041164 -105.298709215944143,40.013136250443935 -105.298594866976103,40.013101381167004 -105.298428544653888,40.013050422803261 -105.298137478078274,40.01296191106205</coordinates></LineString>"
7889;1;"<LineString><coordinates>-105.053220050638018,39.841794205514461 -105.053372977611005,39.841711570740905 -105.05352781275073,39.841642031968284 -105.053569205266243,39.84164305068856 -105.054139845676616,39.841645210998081 -105.054914835752825,39.841646863397791 -105.055137536141856,39.841647336814319 -105.055542603984037,39.841648197826345 -105.055709615283021,39.841656973850213 -105.056500520385399,39.841659952924978 -105.057316596752543,39.841658235258073 -105.057403617499077,39.84165707245446 -105.057507883250793,39.841655678929584 -105.057639450767965,39.841653920365744 -105.057697287377081,39.841653147648799 -105.058122285081481,39.841664517486464 -105.058405627618313,39.841670468213678 -105.05859388851178,39.841663026335041 -105.059352616848102,39.841672245861531 -105.059600100379456,39.841663394547282 -105.059942869371199,39.841635346614545 -105.06039149781995,39.841588141578093 -105.061013737875896,39.841487176851039 -105.061341988704271,39.841413448970215 -105.06181657155949,39.84127346226223 -105.062062285154781,39.841209201877149 -105.062343908661859,39.841151592260957 -105.062420161291016,39.841126687284692 -105.062446696188587,39.841107282498747 -105.062504777173132,39.841147352251866 -105.062562037500967,39.84113532604465</coordinates></LineString>"
11687;1;"<LineString><coordinates>-105.264146657632111,40.008228981200226 -105.264132995588724,40.00954594729734 -105.264129691306138,40.009779528571841 -105.264115654656791,40.00990523033699 -105.264073489929459,40.010091789288637 -105.264024148107396,40.010231559396999 -105.263998375582275,40.010326598639104 -105.26395243057091,40.010442569939286 -105.263861808104693,40.010581071428348 -105.263636160749769,40.010885847040001 -105.263530264407279,40.011058113205237 -105.263401123484343,40.011279796260197 -105.263318121097541,40.011488938160582</coordinates></LineString>"
5511;1;"<LineString><coordinates>-104.97695461305031,39.749478503408255 -104.976954621504888,39.749473148165102</coordinates></LineString>"
6777;1;"<LineString><coordinates>-104.997736475251941,39.591457221630812 -104.997736572321699,39.591468390909363 -104.997733884077391,39.592363298880912 -104.997727284184251,39.595160994139277 -104.997705449127295,39.596342160951238 -104.997681398221459,39.596967775122963</coordinates></LineString>"
12737;1;"<LineString><coordinates>-105.110214738932257,40.16573980679069 -105.110216954683253,40.167382790873226 -105.110215574329587,40.169028851396227 -105.110219492321505,40.1706869389023</coordinates></LineString>"
5742;1;"<LineString><coordinates>-104.917577662845645,39.758376374420138 -104.923404078939782,39.758373928688947 -104.926995754933685,39.758379037330236 -104.931430532053639,39.758359105801368 -104.931703914952465,39.758337104018203 -104.931725403929946,39.758334020101124</coordinates></LineString>"
7617;1;"<LineString><coordinates>-105.081438792056701,39.805551929279709 -105.083309918942916,39.805560016353517 -105.084100149392597,39.805563752271375 -105.086288036086714,39.805575201331052 -105.086608017165332,39.805575227808198 -105.086742235745163,39.805575237664485 -105.086807423922849,39.805532006436394 -105.086925437270111,39.805462173332586 -105.087072324452151,39.805393021355663 -105.087248434695013,39.805337805575988 -105.087432131078955,39.805300694837413 -105.087549840515038,39.805283706536478 -105.087929177107327,39.805228960729572 -105.088024056060348,39.805206198176165 -105.088146659944272,39.805139806872738 -105.088494986164164,39.804933560667685 -105.08933648126316,39.804617476786902 -105.089668675516734,39.804569894093902 -105.08966867967743,39.80456559440816 -105.089921344060443,39.804547251797366 -105.0900327782999,39.804564844820291 -105.090753832774737,39.804856403143987 -105.090841528810103,39.804927422288095</coordinates></LineString>"
6352;1;"<LineString><coordinates>-105.062714783093114,39.718455619325695 -105.062688723779885,39.71228899423712 -105.062692274706791,39.712194149445267 -105.062695754393872,39.712110733135781 -105.062699084495534,39.712051315833399 -105.062708584760387,39.711290053407367</coordinates></LineString>"
6252;1;"<LineString><coordinates>-105.015698069906975,39.707349491528369 -105.015698062932245,39.707353712112472 -105.01569762668467,39.707631146693764 -105.015702418957716,39.708513986723759 -105.01569953375693,39.70972049561604 -105.015700321989911,39.711183456578986 -105.015687084993189,39.713050453539083</coordinates></LineString>"
5622;1;"<LineString><coordinates>-104.994298368075334,39.754332258677088 -104.993123288349807,39.755225371266938</coordinates></LineString>"
5193;1;"<LineString><coordinates>-104.973837484840629,39.762061965897132 -104.977018449658061,39.759592851278335</coordinates></LineString>"
5551;1;"<LineString><coordinates>-105.034504770806436,39.751197863034143 -105.031516560024997,39.75120000255199 -105.025372460096435,39.751216802383489</coordinates></LineString>"
12423;1;"<LineString><coordinates>-105.12146411446102,40.13469366067676 -105.121464970579368,40.134916391937644 -105.121476414180222,40.137892908193173</coordinates></LineString>"
13215;1;"<LineString><coordinates>-105.282128073084607,40.058258880093753 -105.281645926995239,40.05823524821578 -105.281257448758765,40.058208937487066 -105.272679111470012,40.058285621477353 -105.271919584119075,40.05829238152284 -105.271811618027769,40.058304082000909 -105.271710162069255,40.058334791960625 -105.271648934926148,40.058365059926309 -105.271391919111579,40.058578214051799</coordinates></LineString>"
5576;1;"<LineString><coordinates>-104.995560121030678,39.753373231874207 -104.995538429859934,39.753356931811986</coordinates></LineString>"
6449;1;"<LineString><coordinates>-104.978896859273718,39.720708285830298 -104.97912354653775,39.720479364947245 -104.979138868781305,39.718415629543891 -104.979139461076201,39.71831333962357</coordinates></LineString>"
14538;1;"<LineString><coordinates>-104.970876960206638,39.765750089982213 -104.970882312824401,39.764495619873962 -104.973374304154461,39.764519218621778</coordinates></LineString>"
3714;1;"<LineString><coordinates>-104.985559958956756,39.627692950611944 -104.985433481172223,39.638579146834203</coordinates></LineString>"
14417;1;"<LineString><coordinates>-104.931733265507361,39.769200120871169 -104.929335285788639,39.769221545863132</coordinates></LineString>"
4131;1;"<LineString><coordinates>-105.128650603127056,39.691155197442555 -105.128657352561817,39.690587727371579 -105.128656512164596,39.689618181419767 -105.128652611614115,39.688549917455163 -105.128649031654035,39.686518567669481 -105.128646605373646,39.684494599411785 -105.12865467264011,39.684323963492673 -105.128681733608232,39.684173681844392 -105.128744643183637,39.684017977754507 -105.128793831278315,39.683930533964457 -105.128882874838652,39.68380561854498 -105.12900504706441,39.683683651963271 -105.12911615545201,39.683564496525115 -105.129245945659093,39.683387400088471 -105.129301447327549,39.683258673129295 -105.129333064239759,39.683149918356648 -105.129349350032385,39.683005137256913 -105.129332453305153,39.68222500964503</coordinates></LineString>"
5931;1;"<LineString><coordinates>-104.917154033275395,39.694254693699961 -104.916733064215421,39.694467733064698 -104.916692613641516,39.694769841850054 -104.91668989059184,39.695097462588443 -104.916944556308039,39.695513664124846 -104.91745619495002,39.695949256675746 -104.91756697504475,39.696318635471812 -104.917579353884804,39.703873819717387</coordinates></LineString>"
13625;1;"<LineString><coordinates>-105.248361106728893,40.000026951466346 -105.248374068747196,40.003747383562214</coordinates></LineString>"
14567;1;"<LineString><coordinates>-104.975345366826573,39.772921405104341 -104.973733951404441,39.771663506923048 -104.973220907068949,39.771252620404731 -104.971912039919275,39.770302631310109 -104.971871921054003,39.770229059567853 -104.971958925504609,39.769937140980538 -104.97208175555032,39.769392337730892 -104.972095425808391,39.768751042619627 -104.972107980042466,39.76816213690514 -104.970864178406416,39.768165278469432 -104.970876960206638,39.765750089982213</coordinates></LineString>"
5153;1;"<LineString><coordinates>-104.965890468881696,39.727295881562746 -104.975227919029763,39.727271667872593</coordinates></LineString>"
12793;1;"<LineString><coordinates>-105.088236345096718,40.170514291230411 -105.088258240553955,40.170588681984263 -105.088298675502969,40.170694326414363 -105.088290492525701,40.172046287677084 -105.088301118264098,40.17265575130422 -105.088303854549594,40.173977554478945 -105.088275140770563,40.174582759159442 -105.088281057651386,40.175378876807798 -105.088280111409716,40.176422032520797 -105.088282896042926,40.177704093498811</coordinates></LineString>"
3179;1;"<LineString><coordinates>-104.797929202515121,39.649308848129557 -104.797831986810948,39.649265685861423 -104.797539145731548,39.649110165161595 -104.797130991455248,39.648816586450884 -104.796891708469346,39.648610127246243 -104.796642558047481,39.648329799108424 -104.796472270571101,39.648119651867077 -104.796391270259164,39.647998200421085 -104.796247299263513,39.64775581604507 -104.796143377426674,39.647539914691016 -104.796071258110345,39.64732625467142 -104.796006993821209,39.647122891827337 -104.795964417049674,39.646872503534915 -104.795953480059964,39.646640756900069 -104.795966225265701,39.646427605163119 -104.795980943824617,39.646282123643331 -104.796003717024732,39.646126849113465 -104.796048039526838,39.645938488748108 -104.796151835979842,39.645545372825374 -104.796321663596046,39.6451688201116 -104.796678048083649,39.64469521625459 -104.797062974293624,39.644297295637536 -104.797311543306165,39.64411955208034</coordinates></LineString>"
